OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
MICROSAT-R DEB,2019-006AF,44144,DEB,D,IND,1/24/2019,SRILR,5/8/2019,88.15,95.61,198,168,,,EA,IMP
MICROSAT-R DEB,2019-006AG,44145,DEB,D,IND,1/24/2019,SRILR,5/20/2019,89.12,95.58,265,197,,,EA,IMP
MICROSAT-R DEB,2019-006AH,44146,DEB,D,IND,1/24/2019,SRILR,7/5/2019,87.13,96.58,143,121,,,EA,IMP
MICROSAT-R DEB,2019-006AJ,44147,DEB,D,IND,1/24/2019,SRILR,7/17/2020,88.18,95.7,200,169,,,EA,IMP
MICROSAT-R DEB,2019-006AK,44148,DEB,D,IND,1/24/2019,SRILR,5/15/2019,88.2,96.63,198,173,,,EA,IMP
MICROSAT-R DEB,2019-006AL,44149,DEB,D,IND,1/24/2019,SRILR,10/9/2019,87.76,96.06,169,158,,,EA,IMP
MICROSAT-R DEB,2019-006AM,44150,DEB,D,IND,1/24/2019,SRILR,4/6/2019,91.19,96.13,407,259,,,EA,IMP
MICROSAT-R DEB,2019-006AN,44151,DEB,D,IND,1/24/2019,SRILR,4/15/2019,90.03,96.17,319,233,,,EA,IMP
MICROSAT-R DEB,2019-006AP,44152,DEB,D,IND,1/24/2019,SRILR,9/2/2019,88,95.01,185,166,,,EA,IMP
MICROSAT-R DEB,2019-006AQ,44153,DEB,D,IND,1/24/2019,SRILR,8/26/2019,88.45,95.01,211,185,,,EA,IMP
MICROSAT-R DEB,2019-006AR,44154,DEB,D,IND,1/24/2019,SRILR,3/22/2020,88.73,96.58,239,185,,,EA,IMP
MICROSAT-R DEB,2019-006AS,44155,DEB,D,IND,1/24/2019,SRILR,6/14/2019,88.15,95.99,191,175,,,EA,IMP
MICROSAT-R DEB,2019-006AT,44156,DEB,D,IND,1/24/2019,SRILR,4/5/2019,89.89,96.23,292,245,,,EA,IMP
MICROSAT-R DEB,2019-006AU,44157,DEB,D,IND,1/24/2019,SRILR,1/23/2020,88.84,95.3,248,186,,,EA,IMP
MICROSAT-R DEB,2019-006AV,44158,DEB,D,IND,1/24/2019,SRILR,8/17/2019,87.72,96.28,173,150,,,EA,IMP
MICROSAT-R DEB,2019-006AW,44159,DEB,D,IND,1/24/2019,SRILR,4/4/2019,88.86,96.39,239,196,,,EA,IMP
MICROSAT-R DEB,2019-006AX,44160,DEB,D,IND,1/24/2019,SRILR,7/12/2020,88.57,95.22,234,173,,,EA,IMP
MICROSAT-R DEB,2019-006AY,44161,DEB,D,IND,1/24/2019,SRILR,8/27/2019,87.56,96.24,161,146,,,EA,IMP
MICROSAT-R DEB,2019-006AZ,44162,DEB,D,IND,1/24/2019,SRILR,7/21/2019,88.16,95.97,199,168,,,EA,IMP
MICROSAT-R DEB,2019-006BA,44163,DEB,D,IND,1/24/2019,SRILR,5/24/2019,88.62,95.44,226,186,,,EA,IMP
MICROSAT-R DEB,2019-006BB,44164,DEB,D,IND,1/24/2019,SRILR,1/12/2020,88.94,96.61,245,199,,,EA,IMP
MICROSAT-R DEB,2019-006BC,44165,DEB,D,IND,1/24/2019,SRILR,7/3/2019,88.02,96.7,186,167,,,EA,IMP
MICROSAT-R DEB,2019-006BD,44166,DEB,D,IND,1/24/2019,SRILR,4/22/2020,88.15,95.58,201,165,,,EA,IMP
MICROSAT-R DEB,2019-006BE,44167,DEB,D,IND,1/24/2019,SRILR,4/13/2019,88.59,95.68,224,185,,,EA,IMP
MICROSAT-R DEB,2019-006BF,44168,DEB,D,IND,1/24/2019,SRILR,5/4/2019,88.22,96.31,203,170,,,EA,IMP
MICROSAT-R DEB,2019-006BG,44169,DEB,D,IND,1/24/2019,SRILR,5/13/2019,88.41,97.24,213,179,,,EA,IMP
MICROSAT-R DEB,2019-006BH,44170,DEB,D,IND,1/24/2019,SRILR,4/18/2019,94.57,94.74,718,277,,,EA,IMP
MICROSAT-R DEB,2019-006BJ,44171,DEB,D,IND,1/24/2019,SRILR,5/16/2019,88.64,95.64,230,184,,,EA,IMP
MICROSAT-R DEB,2019-006BK,44172,DEB,D,IND,1/24/2019,SRILR,4/3/2019,89.75,94.58,324,200,,,EA,IMP
MICROSAT-R DEB,2019-006BL,44173,DEB,D,IND,1/24/2019,SRILR,5/30/2019,89.11,95.35,258,203,,,EA,IMP
MICROSAT-R DEB,2019-006BM,44174,DEB,D,IND,1/24/2019,SRILR,4/14/2019,93.11,95.53,587,266,,,EA,IMP
MICROSAT-R DEB,2019-006BN,44175,DEB,D,IND,1/24/2019,SRILR,5/18/2019,88.89,96.61,239,200,,,EA,IMP
MICROSAT-R DEB,2019-006BP,44176,DEB,D,IND,1/24/2019,SRILR,4/13/2019,91.58,96.13,437,267,,,EA,IMP
MICROSAT-R DEB,2019-006BQ,44177,DEB,D,IND,1/24/2019,SRILR,6/19/2019,87.45,96.57,159,138,,,EA,IMP
MICROSAT-R DEB,2019-006BR,44178,DEB,D,IND,1/24/2019,SRILR,7/2/2019,87.99,96.15,182,168,,,EA,IMP
MICROSAT-R DEB,2019-006BS,44179,DEB,D,IND,1/24/2019,SRILR,1/1/2020,87.62,96.09,164,150,,,EA,IMP
MICROSAT-R DEB,2019-006BT,44180,DEB,D,IND,1/24/2019,SRILR,6/25/2019,89.16,94.67,255,211,,,EA,IMP
MICROSAT-R DEB,2019-006BU,44181,DEB,D,IND,1/24/2019,SRILR,4/29/2019,88.09,96.49,194,166,,,EA,IMP
MICROSAT-R DEB,2019-006BV,44182,DEB,D,IND,1/24/2019,SRILR,4/26/2019,88.47,96.07,219,179,,,EA,IMP
MICROSAT-R DEB,2019-006BW,44183,DEB,D,IND,1/24/2019,SRILR,5/7/2019,89.03,95.97,257,197,,,EA,IMP
MICROSAT-R DEB,2019-006BX,44184,DEB,D,IND,1/24/2019,SRILR,5/3/2019,88.1,97.64,199,162,,,EA,IMP
MICROSAT-R DEB,2019-006BY,44185,DEB,D,IND,1/24/2019,SRILR,5/6/2019,88.75,96.03,237,189,,,EA,IMP
MICROSAT-R DEB,2019-006BZ,44189,DEB,D,IND,1/24/2019,SRILR,5/6/2019,89.1,95.07,260,200,,,EA,IMP
MICROSAT-R DEB,2019-006CA,44190,DEB,D,IND,1/24/2019,SRILR,6/14/2019,87.9,95.98,178,163,,,EA,IMP
MICROSAT-R DEB,2019-006CB,44191,DEB,D,IND,1/24/2019,SRILR,8/14/2019,87.27,96.71,147,132,,,EA,IMP
MICROSAT-R DEB,2019-006CC,44192,DEB,D,IND,1/24/2019,SRILR,6/19/2019,87.97,95.58,176,172,,,EA,IMP
MICROSAT-R DEB,2019-006CD,44193,DEB,D,IND,1/24/2019,SRILR,4/17/2019,90.76,96.11,371,253,,,EA,IMP
MICROSAT-R DEB,2019-006CE,44194,DEB,D,IND,1/24/2019,SRILR,7/26/2019,88.28,96.28,206,173,,,EA,IMP
MICROSAT-R DEB,2019-006CF,44195,DEB,D,IND,1/24/2019,SRILR,5/21/2019,89.49,95.5,289,209,,,EA,IMP
MICROSAT-R DEB,2019-006CG,44196,DEB,D,IND,1/24/2019,SRILR,11/26/2019,89.16,95.05,269,197,,,EA,IMP
MICROSAT-R DEB,2019-006CH,44197,DEB,D,IND,1/24/2019,SRILR,7/28/2019,88.03,95.43,193,161,,,EA,IMP
MICROSAT-R DEB,2019-006CJ,44198,DEB,D,IND,1/24/2019,SRILR,6/2/2019,88.29,94.63,204,176,,,EA,IMP
MICROSAT-R DEB,2019-006CK,44199,DEB,D,IND,1/24/2019,SRILR,11/29/2019,88.82,96.59,241,192,,,EA,IMP
MICROSAT-R DEB,2019-006CL,44200,DEB,D,IND,1/24/2019,SRILR,4/25/2019,89.23,95.92,268,205,,,EA,IMP
MICROSAT-R DEB,2019-006CM,44201,DEB,D,IND,1/24/2019,SRILR,9/26/2019,88.73,95.12,233,190,,,EA,IMP
MICROSAT-R DEB,2019-006CN,44202,DEB,D,IND,1/24/2019,SRILR,8/31/2019,87.81,97.15,175,157,,,EA,IMP
MICROSAT-R DEB,2019-006CP,44203,DEB,D,IND,1/24/2019,SRILR,3/7/2020,88.49,96.08,211,189,,,EA,IMP
MICROSAT-R DEB,2019-006CQ,44214,DEB,D,IND,1/24/2019,SRILR,9/27/2019,89.91,93.35,329,211,,,EA,IMP
MICROSAT-R DEB,2019-006CR,44215,DEB,D,IND,1/24/2019,SRILR,5/19/2019,90.77,94.8,384,240,,,EA,IMP
MICROSAT-R DEB,2019-006CS,44216,DEB,D,IND,1/24/2019,SRILR,2/22/2020,88.46,95.89,215,181,,,EA,IMP
MICROSAT-R DEB,2019-006CT,44217,DEB,D,IND,1/24/2019,SRILR,2/21/2020,88.79,96.1,231,198,,,EA,IMP
MICROSAT-R DEB,2019-006CU,44218,DEB,D,IND,1/24/2019,SRILR,9/21/2019,91.65,96.28,470,241,,,EA,IMP
MICROSAT-R DEB,2019-006CV,44219,DEB,D,IND,1/24/2019,SRILR,5/6/2019,89.41,96.42,273,217,,,EA,IMP
MICROSAT-R DEB,2019-006CW,44220,DEB,D,IND,1/24/2019,SRILR,10/27/2019,88.82,96.79,234,198,,,EA,IMP
MICROSAT-R DEB,2019-006CX,44221,DEB,D,IND,1/24/2019,SRILR,10/18/2019,87.96,96.82,189,158,,,EA,IMP
RISAT-2B,2019-028A,44233,PAY,+,IND,5/22/2019,SRILR,,95.9,37,568,557,,,EA,ORB
PSLV R/B,2019-028B,44234,R/B,,IND,5/22/2019,SRILR,,91.2,37.01,345,322,,,EA,ORB
MICROSAT-R DEB,2019-006CY,44377,DEB,D,IND,1/24/2019,SRILR,9/20/2019,88.58,92.24,227,182,,,EA,IMP
MICROSAT-R DEB,2019-006CZ,44378,DEB,D,IND,1/24/2019,SRILR,8/7/2019,88.4,96.03,214,177,,,EA,IMP
MICROSAT-R DEB,2019-006DA,44379,DEB,D,IND,1/24/2019,SRILR,8/7/2019,88.83,96.33,242,191,,,EA,IMP
MICROSAT-R DEB,2019-006DB,44380,DEB,D,IND,1/24/2019,SRILR,9/20/2019,88.34,96.11,205,180,,,EA,IMP
MICROSAT-R DEB,2019-006DC,44381,DEB,D,IND,1/24/2019,SRILR,3/22/2021,91.49,94.54,456,239,,,EA,IMP
MICROSAT-R DEB,2019-006DD,44382,DEB,D,IND,1/24/2019,SRILR,10/25/2020,88.8,94.64,238,192,,,EA,IMP
MICROSAT-R DEB,2019-006DE,44383,DEB,D,IND,1/24/2019,SRILR,6/14/2022,88.62,96.11,243,170,,,EA,IMP
MICROSAT-R DEB,2019-006DF,44384,DEB,D,IND,1/24/2019,SRILR,8/28/2019,89.13,97,270,193,,,EA,IMP
CHANDRAYAAN-2,2019-042A,44441,PAY,+,IND,7/22/2019,SRILR,,,,,,,,MO,ORB
GSLV R/B,2019-042B,44442,R/B,D,IND,7/22/2019,SRILR,10/16/2019,91.77,21.45,638,85,,,EA,IMP
MICROSAT-R DEB,2019-006DG,44444,DEB,D,IND,1/24/2019,SRILR,8/28/2019,90.25,95.21,346,228,,,EA,IMP
MICROSAT-R DEB,2019-006DH,44445,DEB,D,IND,1/24/2019,SRILR,10/30/2019,88.86,94.32,246,190,,,EA,IMP
MICROSAT-R DEB,2019-006DJ,44460,DEB,D,IND,1/24/2019,SRILR,9/28/2019,90.55,95.2,369,234,,,EA,IMP
MICROSAT-R DEB,2019-006DK,44461,DEB,D,IND,1/24/2019,SRILR,9/4/2019,92.61,95.74,546,259,,,EA,IMP
MICROSAT-R DEB,2019-006DL,44462,DEB,D,IND,1/24/2019,SRILR,8/6/2019,89.75,95.83,314,211,,,EA,IMP
MICROSAT-R DEB,2019-006DM,44463,DEB,D,IND,1/24/2019,SRILR,12/28/2020,90.03,95.78,338,214,,,EA,IMP
MICROSAT-R DEB,2019-006DN,44464,DEB,D,IND,1/24/2019,SRILR,8/11/2019,88.5,96.37,227,174,,,EA,IMP
MICROSAT-R DEB,2019-006DP,44465,DEB,D,IND,1/24/2019,SRILR,11/1/2019,90.31,97.36,359,220,,,EA,IMP
MICROSAT-R DEB,2019-006DQ,44466,DEB,D,IND,1/24/2019,SRILR,11/13/2019,90.73,93.93,385,235,,,EA,IMP
MICROSAT-R DEB,2019-006DR,44467,DEB,D,IND,1/24/2019,SRILR,10/18/2019,89.85,95.1,321,214,,,EA,IMP
MICROSAT-R DEB,2019-006DS,44468,DEB,D,IND,1/24/2019,SRILR,8/31/2019,90.02,95.16,328,223,,,EA,IMP
MICROSAT-R DEB,2019-006DT,44469,DEB,D,IND,1/24/2019,SRILR,12/11/2019,89.6,95.32,300,209,,,EA,IMP
MICROSAT-R DEB,2019-006DU,44470,DEB,D,IND,1/24/2019,SRILR,5/12/2020,89.36,95.38,302,183,,,EA,IMP
MICROSAT-R DEB,2019-006DV,44471,DEB,D,IND,1/24/2019,SRILR,1/10/2020,89.23,95.5,266,207,,,EA,IMP
MICROSAT-R DEB,2019-006DW,44472,DEB,D,IND,1/24/2019,SRILR,1/11/2020,91.18,96.49,425,239,,,EA,IMP
MICROSAT-R DEB,2019-006DX,44473,DEB,D,IND,1/24/2019,SRILR,9/13/2019,90.5,96.92,367,231,,,EA,IMP
MICROSAT-R DEB,2019-006DY,44474,DEB,D,IND,1/24/2019,SRILR,7/30/2019,88.18,96.15,204,165,,,EA,IMP
MICROSAT-R DEB,2019-006EC,44489,DEB,D,IND,1/24/2019,SRILR,9/19/2019,92.2,95.18,500,265,,,EA,IMP
MICROSAT-R DEB,2019-006ED,44490,DEB,D,IND,1/24/2019,SRILR,9/16/2019,89.89,95.19,317,221,,,EA,IMP
MICROSAT-R DEB,2019-006EE,44491,DEB,D,IND,1/24/2019,SRILR,9/11/2019,91.28,95.24,434,241,,,EA,IMP
MICROSAT-R DEB,2019-006DZ,44501,DEB,D,IND,1/24/2019,SRILR,10/4/2019,89.34,96.16,263,221,,,EA,IMP
MICROSAT-R DEB,2019-006EA,44502,DEB,D,IND,1/24/2019,SRILR,11/15/2019,95.48,95.2,857,227,,,EA,IMP
MICROSAT-R DEB,2019-006EB,44503,DEB,D,IND,1/24/2019,SRILR,12/13/2019,88.09,95.14,195,165,,,EA,IMP
MICROSAT-R DEB,2019-006EF,44522,DEB,D,IND,1/24/2019,SRILR,9/15/2019,91.69,95.23,467,248,,,EA,IMP
CARTOSAT-3,2019-081A,44804,PAY,+,IND,11/27/2019,SRILR,,94.79,97.46,518,499,,,EA,ORB
PSLV R/B,2019-081B,44805,R/B,,IND,11/27/2019,SRILR,,93.08,97.2,442,409,,,EA,ORB
RISAT-2BR1,2019-089F,44857,PAY,+,IND,12/11/2019,SRILR,,95.91,36.96,571,554,,,EA,ORB
PSLV R/B,2019-089L,44862,R/B,,IND,12/11/2019,SRILR,,93.35,36.97,452,425,,,EA,ORB
GSAT-30,2020-005A,45026,PAY,+,IND,1/16/2020,FRGUI,,1436.07,0.02,35794,35778,,,EA,ORB
MICROSAT-R DEB,2019-006EG,45478,DEB,D,IND,1/24/2019,SRILR,1/16/2021,92.9,93.53,592,241,,,EA,IMP
MICROSAT-R DEB,2019-006EH,45479,DEB,D,IND,1/24/2019,SRILR,9/27/2020,89.78,95.54,310,218,,,EA,IMP
MICROSAT-R DEB,2019-006EJ,45480,DEB,D,IND,1/24/2019,SRILR,10/19/2020,89.05,95.21,253,202,,,EA,IMP
MICROSAT-R DEB,2019-006EK,45481,DEB,D,IND,1/24/2019,SRILR,10/19/2020,88.98,94.9,246,202,,,EA,IMP
MICROSAT-R DEB,2019-006EL,45482,DEB,D,IND,1/24/2019,SRILR,9/28/2020,88.67,94.75,234,184,,,EA,IMP
RISAT-2BR2,2020-081A,46905,PAY,+,IND,11/7/2020,SRILR,,95.9,36.9,572,552,,,EA,ORB
PSLV R/B,2020-081L,46915,R/B,,IND,11/7/2020,SRILR,,93.9,36.85,482,449,,,EA,ORB
CMS-01,2020-099A,47256,PAY,+,IND,12/17/2020,SRILR,,1436.1,0.1,35820,35754,,,EA,ORB
PSLV R/B,2020-099B,47257,R/B,,IND,12/17/2020,SRILR,,307.79,17.92,17241,204,,,EA,ORB
SINE (SINDHUNETRA),2021-015D,47702,PAY,D,IND,2/28/2021,SRILR,12/13/2023,87.29,97.34,146,134,,,EA,IMP
UNITYSAT JITSAT,2021-015S,47716,PAY,D,IND,2/28/2021,SRILR,6/4/2023,87.83,97.35,178,156,,,EA,IMP
UNITYSAT GHRCESAT,2021-015T,47717,PAY,D,IND,2/28/2021,SRILR,7/9/2023,87.55,97.34,163,144,,,EA,IMP
UNITYSAT SRISHAKTHISAT,2021-015U,47718,PAY,D,IND,2/28/2021,SRILR,6/4/2023,87.62,97.35,166,147,,,EA,IMP
SDSAT,2021-015V,47721,PAY,D,IND,2/28/2021,SRILR,7/18/2023,87.81,97.35,176,156,,,EA,IMP
EOS-4,2022-013A,51656,PAY,+,IND,2/14/2022,SRILR,,95.19,97.51,529,527,,,EA,ORB
INSPIRESAT 1,2022-013B,51657,PAY,+,IND,2/14/2022,SRILR,,92.19,97.46,384,379,,,EA,ORB
INS-2TD,2022-013C,51658,PAY,D,IND,2/14/2022,SRILR,11/6/2024,87.34,97.47,149,137,,,EA,IMP
PSLV R/B,2022-013D,51659,R/B,,IND,2/14/2022,SRILR,,92.49,97.47,406,387,,,EA,ORB
SHAKUNTALA,2022-033S,52173,PAY,D,IND,4/1/2022,AFETR,1/13/2024,87.5,97.33,160,141,,,EA,IMP
CMS-02 (GSAT 24),2022-067A,52903,PAY,+,IND,6/22/2022,FRGUI,,1436.1,0.05,35806,35768,,,EA,ORB
PSLV DEB,2022-072B,52936,DEB,D,IND,6/30/2022,SRILR,5/23/2024,94.38,9.99,493,484,,,EA,IMP
POEM,2022-072E,52939,PAY,,IND,6/30/2022,SRILR,,94.65,9.95,518,485,,,EA,ORB
GSLV R/B,2022-138AN,54149,R/B,,IND,10/22/2022,SRILR,,96.25,87.38,596,562,,,EA,ORB
EOS-6 (OCEANSAT-3),2022-158A,54361,PAY,+,IND,11/26/2022,SRILR,,99.52,98.35,737,734,,,EA,ORB
OBJECT B,2022-158B,54362,PAY,-,IND,11/26/2022,SRILR,,93.14,97.48,436,421,,,EA,ORB
THYBOLT-1,2022-158C,54363,PAY,D,IND,11/26/2022,SRILR,5/19/2024,88.34,97.41,203,182,,,EA,IMP
THYBOLT-2,2022-158D,54364,PAY,D,IND,11/26/2022,SRILR,5/23/2024,87.88,97.41,179,160,,,EA,IMP
INS-2B,2022-158E,54365,PAY,D,IND,11/26/2022,SRILR,6/13/2024,87.65,97.4,167,149,,,EA,IMP
EOS-7,2023-019A,55562,PAY,D,IND,2/10/2023,SRILR,12/29/2024,88.24,37.17,189,186,,,EA,IMP
AZAADISAT-2,2023-019B,55563,PAY,D,IND,2/10/2023,SRILR,11/30/2023,88.42,37.16,199,194,,,EA,IMP
SS3 R/B,2023-019D,55565,R/B,D,IND,2/10/2023,SRILR,12/21/2023,87.41,37.16,150,142,,,EA,IMP
VTM R/B,2023-019E,55566,R/B,D,IND,2/10/2023,SRILR,5/15/2024,87.67,37.88,164,154,,,EA,IMP
SS3 DEB,2023-019F,55567,DEB,D,IND,2/10/2023,SRILR,3/14/2023,89.87,37.18,288,247,,,EA,IMP
SS3 DEB,2023-019G,55568,DEB,D,IND,2/10/2023,SRILR,3/18/2023,89.08,37.17,247,211,,,EA,IMP
SS3 DEB,2023-019H,55737,DEB,D,IND,2/10/2023,SRILR,3/7/2023,91.1,37.21,357,299,,,EA,IMP
SS3 DEB,2023-019J,55738,DEB,D,IND,2/10/2023,SRILR,3/24/2023,92.12,37.19,405,351,,,EA,IMP
SS3 DEB,2023-019K,55739,DEB,D,IND,2/10/2023,SRILR,3/18/2023,91.67,37.2,391,321,,,EA,IMP
GSLV R/B,2023-043AN,56082,R/B,D,IND,3/26/2023,SRILR,6/14/2024,87.04,87.37,136,120,,,EA,IMP
POEM-2,2023-057A,56308,PAY,+,IND,4/22/2023,SRILR,,96.37,9.89,600,570,,,EA,ORB
NVS-01 (IRNSS-1J),2023-076A,56759,PAY,+,IND,5/29/2023,SRILR,,1436.05,2.6,35823,35749,,,EA,ORB
GSLV R/B,2023-076B,56760,R/B,,IND,5/29/2023,SRILR,,442.89,19.04,25567,170,,,EA,ORB
AFR-1,2023-084AJ,56964,PAY,+,IND,6/12/2023,AFWTR,,94.34,97.6,493,480,,,EA,ORB
CHANDRAYAAN-3,2023-098A,57320,PAY,D,IND,7/14/2023,SRILR,8/23/2023,3074.21,21.34,127067,247,,,MO,LAN
GSLV R/B,2023-098B,57321,R/B,D,IND,7/14/2023,SRILR,11/15/2023,92.46,21.02,701,89,,,EA,IMP
ADITYA-L1,2023-132A,57754,PAY,+,IND,9/2/2023,SRILR,,,,,,,,EL1,ORB
PSLV R/B,2023-132B,57755,R/B,,IND,9/2/2023,SRILR,,315.39,19.31,17730,211,,,EA,ORB
CHANDRAYAAN-3 PROPULSION MODULE,2023-098C,57770,PAY,+,IND,7/14/2023,SRILR,,17501.16,33.93,308388,125438,,,EA,ORB
XPOSAT,2024-001A,58694,PAY,+,IND,1/1/2024,SRILR,,97.42,5.99,642,628,,,EA,ORB
POEM-3,2024-001B,58695,PAY,D,IND,1/1/2024,SRILR,3/21/2024,89.58,9.66,257,250,,,EA,IMP
INSAT-3DS,2024-033A,58990,PAY,+,IND,2/17/2024,SRILR,,1436.09,0.05,35791,35782,,,EA,ORB
GSLV R/B,2024-033B,58991,R/B,,IND,2/17/2024,SRILR,,380.66,19.33,21852,189,,,EA,ORB
TSAT-1A,2024-066A,59442,PAY,+,IND,4/7/2024,AFETR,,94.08,45.62,480,468,,,EA,ORB
EOS-08,2024-147A,60454,PAY,+,IND,8/16/2024,SRILR,,93.3,37.38,438,434,,,EA,ORB
SR-0 DEMOSAT,2024-147B,60455,PAY,D,IND,8/16/2024,SRILR,11/2/2024,88.4,37.35,204,187,,,EA,IMP
VTM R/B,2024-147C,60456,R/B,D,IND,8/16/2024,SRILR,3/12/2025,87.64,36.91,162,153,,,EA,IMP
SS3 R/B,2024-147D,60457,R/B,D,IND,8/16/2024,SRILR,11/26/2025,87.88,37.34,172,166,,,EA,IMP
GSAT-N2 (GSAT-20),2024-214A,62028,PAY,+,IND,11/18/2024,AFETR,,1436.1,0.06,35799,35774,,,EA,ORB
PSLV R/B,2024-233B,62257,R/B,,IND,12/5/2024,SRILR,,1195.46,59.65,60962,906,,,EA,ORB
SDX01,2024-253A,62459,PAY,+,IND,12/30/2024,SRILR,,92.91,55,422,412,,,EA,ORB
SDX02,2024-253B,62460,PAY,+,IND,12/30/2024,SRILR,,92.91,55,422,412,,,EA,ORB
POEM-4,2024-253C,62461,PAY,D,IND,12/30/2024,SRILR,4/4/2025,87.1,55.18,142,120,,,EA,IMP
FIREFLY-1,2025-009CW,62701,PAY,+,IND,1/14/2025,AFWTR,,96.47,97.72,592,587,,,EA,ORB
FIREFLY-2,2025-009CZ,62704,PAY,+,IND,1/14/2025,AFWTR,,96.46,97.72,593,586,,,EA,ORB
FIREFLY-3,2025-009DF,62710,PAY,+,IND,1/14/2025,AFWTR,,96.47,97.72,595,585,,,EA,ORB
NVS-02 (IRNSS-1K),2025-020A,62850,PAY,P,IND,1/29/2025,SRILR,,661.77,20.97,37260,294,,,EA,ORB
GSLV R/B,2025-020B,62851,R/B,,IND,1/29/2025,SRILR,,591.85,20.94,33736,209,,,EA,ORB
NISAR,2025-163A,65053,PAY,+,IND,7/30/2025,SRILR,,99.83,98.41,751,749,,,EA,ORB
GSLV R/B,2025-163B,65054,R/B,,IND,7/30/2025,SRILR,,99.47,98.43,741,725,,,EA,ORB
FFLY03,2025-188E,65319,PAY,+,IND,8/26/2025,AFWTR,,96.47,97.75,595,584,,,EA,ORB
FFLY01,2025-188F,65320,PAY,+,IND,8/26/2025,AFWTR,,96.46,97.76,598,580,,,EA,ORB
LEAP-1,2025-188G,65321,PAY,+,IND,8/26/2025,AFWTR,,96.62,97.76,600,594,,,EA,ORB
FFLY02,2025-188H,65322,PAY,+,IND,8/26/2025,AFWTR,,96.46,97.76,599,580,,,EA,ORB
LVM3 R/B,2025-249A,66310,R/B,,IND,11/2/2025,SRILR,,456.01,21.35,26318,176,,,EA,ORB
CMS-03 (GSAT-7R),2025-249B,66311,PAY,+,IND,11/2/2025,SRILR,,1436.11,0.12,35805,35769,,,EA,ORB
