OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
PSLV DEB,2001-049FN,27218,DEB,D,IND,10/22/2001,SRILR,10/31/2024,88.63,98.82,218,195,0.0072,,EA,IMP
PSLV DEB,2001-049FP,27219,DEB,D,IND,10/22/2001,SRILR,8/28/2002,89.52,97.78,260,241,0.0108,,EA,IMP
PSLV DEB,2001-049FQ,27220,DEB,D,IND,10/22/2001,SRILR,2/8/2002,91.7,97.74,383,334,0.0021,,EA,IMP
PSLV DEB,2001-049FR,27221,DEB,D,IND,10/22/2001,SRILR,5/16/2002,95.1,97.71,552,495,0.0039,,EA,IMP
PSLV DEB,2001-049FS,27222,DEB,D,IND,10/22/2001,SRILR,5/29/2012,88.8,97.21,229,201,0.006,,EA,IMP
PSLV DEB,2001-049FT,27223,DEB,D,IND,10/22/2001,SRILR,5/15/2002,91.2,97.16,356,311,0.0038,,EA,IMP
PSLV DEB,2001-049FU,27224,DEB,D,IND,10/22/2001,SRILR,11/13/2002,91.37,97.24,352,332,0.0036,,EA,IMP
PSLV DEB,2001-049FV,27225,DEB,D,IND,10/22/2001,SRILR,5/26/2002,89.62,97.38,272,239,0.0093,,EA,IMP
PSLV DEB,2001-049FW,27226,DEB,D,IND,10/22/2001,SRILR,4/27/2025,89.08,97.81,238,220,0.0045,,EA,IMP
PSLV DEB,2001-049FX,27227,DEB,D,IND,10/22/2001,SRILR,4/5/2002,91.13,98.23,357,304,0.0101,,EA,IMP
PSLV DEB,2001-049FY,27228,DEB,D,IND,10/22/2001,SRILR,2/27/2002,90.16,97.78,309,255,0.0625,,EA,IMP
PSLV DEB,2001-049FZ,27229,DEB,D,IND,10/22/2001,SRILR,4/20/2002,90.28,97.54,318,259,0.014,,EA,IMP
PSLV DEB,2001-049GA,27230,DEB,D,IND,10/22/2001,SRILR,4/26/2002,91.3,97.72,358,318,0.0039,,EA,IMP
PSLV DEB,2001-049GB,27231,DEB,D,IND,10/22/2001,SRILR,2/13/2008,88.82,97.75,222,210,0.03,,EA,IMP
PSLV DEB,2001-049GC,27232,DEB,D,IND,10/22/2001,SRILR,2/19/2002,89.29,97.78,256,222,0.0101,,EA,IMP
PSLV DEB,2001-049GD,27233,DEB,D,IND,10/22/2001,SRILR,3/3/2002,90.93,97.8,337,303,0.0123,,EA,IMP
PSLV DEB,2001-049GE,27234,DEB,D,IND,10/22/2001,SRILR,5/7/2004,89.64,98.58,266,247,0.002,,EA,IMP
PSLV DEB,2001-049GF,27235,DEB,D,IND,10/22/2001,SRILR,12/12/2002,88.71,97.82,223,199,0.0112,,EA,IMP
PSLV DEB,2001-049GG,27236,DEB,D,IND,10/22/2001,SRILR,9/18/2002,90.83,97.65,330,301,0.025,,EA,IMP
PSLV DEB,2001-049GH,27237,DEB,D,IND,10/22/2001,SRILR,6/17/2002,89.16,97.76,245,220,0.0048,,EA,IMP
PSLV DEB,2001-049GJ,27238,DEB,D,IND,10/22/2001,SRILR,9/21/2002,91.73,97.75,363,356,0.0213,,EA,IMP
PSLV DEB,2001-049GK,27239,DEB,D,IND,10/22/2001,SRILR,8/13/2004,89.42,97.38,256,236,0.0369,,EA,IMP
PSLV DEB,2001-049GL,27240,DEB,D,IND,10/22/2001,SRILR,4/1/2003,91.11,97.65,335,322,0.0644,,EA,IMP
PSLV DEB,2001-049GM,27241,DEB,D,IND,10/22/2001,SRILR,9/11/2002,90.59,98.56,321,286,0.0021,,EA,IMP
PSLV DEB,2001-049GN,27242,DEB,D,IND,10/22/2001,SRILR,7/23/2003,92.12,98.06,394,363,0.0478,,EA,IMP
PSLV DEB,2001-049GP,27243,DEB,D,IND,10/22/2001,SRILR,2/20/2002,91.28,97.79,357,318,0.0096,,EA,IMP
PSLV DEB,2001-049GQ,27244,DEB,D,IND,10/22/2001,SRILR,3/3/2002,92.43,97.76,422,366,0.0373,,EA,IMP
PSLV DEB,2001-049GR,27245,DEB,D,IND,10/22/2001,SRILR,6/29/2002,88.34,97.88,206,179,0.0338,,EA,IMP
PSLV DEB,2001-049GS,27246,DEB,D,IND,10/22/2001,SRILR,5/3/2003,88.71,97.62,221,201,0.0824,,EA,IMP
PSLV DEB,2001-049GT,27247,DEB,D,IND,10/22/2001,SRILR,8/14/2002,89.57,97.76,274,232,0.0027,,EA,IMP
PSLV DEB,2001-049GU,27248,DEB,D,IND,10/22/2001,SRILR,9/22/2002,91.07,97.99,350,304,0.0178,,EA,IMP
PSLV DEB,2001-049GV,27249,DEB,D,IND,10/22/2001,SRILR,2/25/2003,90.05,97.68,288,266,0.0493,,EA,IMP
PSLV DEB,2001-049GW,27250,DEB,D,IND,10/22/2001,SRILR,2/24/2006,88.32,97.62,198,184,0.0281,,EA,IMP
PSLV DEB,2001-049GX,27251,DEB,D,IND,10/22/2001,SRILR,5/18/2002,89.75,97.69,280,244,0.0071,,EA,IMP
PSLV DEB,2001-049GY,27252,DEB,D,IND,10/22/2001,SRILR,5/1/2002,91.74,97.68,378,342,0.0101,,EA,IMP
PSLV DEB,2001-049GZ,27253,DEB,D,IND,10/22/2001,SRILR,3/15/2002,93.06,97.81,434,415,0.0041,,EA,IMP
PSLV DEB,2001-049HA,27254,DEB,D,IND,10/22/2001,SRILR,5/13/2002,90.44,97.68,326,266,0.0139,,EA,IMP
PSLV DEB,2001-049HB,27255,DEB,D,IND,10/22/2001,SRILR,9/2/2025,89.05,97.85,236,219,0.009,,EA,IMP
PSLV DEB,2001-049HC,27256,DEB,D,IND,10/22/2001,SRILR,2/17/2002,92.5,97.65,440,355,0.0029,,EA,IMP
PSLV DEB,2001-049HD,27257,DEB,D,IND,10/22/2001,SRILR,2/6/2002,90.55,96.38,316,287,0.0029,,EA,IMP
PSLV DEB,2001-049HE,27258,DEB,D,IND,10/22/2001,SRILR,3/16/2002,91.57,97.61,369,335,0.004,,EA,IMP
PSLV DEB,2001-049HF,27259,DEB,D,IND,10/22/2001,SRILR,2/13/2004,89.45,97.08,254,240,0.0225,,EA,IMP
PSLV DEB,2001-049HG,27260,DEB,D,IND,10/22/2001,SRILR,3/20/2003,89.1,97.74,239,221,0.006,,EA,IMP
PSLV DEB,2001-049HH,27261,DEB,D,IND,10/22/2001,SRILR,2/14/2002,90.69,98.19,364,253,0.0106,,EA,IMP
PSLV DEB,2001-049HJ,27262,DEB,D,IND,10/22/2001,SRILR,2/20/2002,90.55,97.69,318,285,0.0116,,EA,IMP
PSLV DEB,2001-049HK,27263,DEB,D,IND,10/22/2001,SRILR,11/10/2002,90.93,97.74,334,306,0.0086,,EA,IMP
PSLV DEB,2001-049HL,27264,DEB,D,IND,10/22/2001,SRILR,2/18/2002,89.4,97.77,264,226,0.0035,,EA,IMP
PSLV DEB,2001-049HM,27265,DEB,D,IND,10/22/2001,SRILR,4/16/2002,91.39,97.83,353,332,0.0135,,EA,IMP
PSLV DEB,2001-049HN,27266,DEB,D,IND,10/22/2001,SRILR,4/15/2002,91.04,97.72,343,308,0.0007,,EA,IMP
PSLV DEB,2001-049HP,27267,DEB,D,IND,10/22/2001,SRILR,10/14/2025,91.16,97.86,340,323,0.0148,,EA,IMP
PSLV DEB,2001-049HQ,27268,DEB,D,IND,10/22/2001,SRILR,8/25/2002,88.28,97.65,206,173,0.0121,,EA,IMP
PSLV DEB,2001-049HR,27269,DEB,D,IND,10/22/2001,SRILR,10/2/2002,91.31,97.81,350,328,0.0215,,EA,IMP
PSLV DEB,2001-049HS,27270,DEB,D,IND,10/22/2001,SRILR,4/2/2002,93.24,97.84,438,428,0.0168,,EA,IMP
PSLV DEB,2001-049HT,27271,DEB,D,IND,10/22/2001,SRILR,4/20/2002,92.41,97.78,401,384,0.0038,,EA,IMP
PSLV DEB,2001-049HU,27272,DEB,D,IND,10/22/2001,SRILR,4/17/2002,93.36,97.48,491,387,0.0049,,EA,IMP
PSLV DEB,2001-049HV,27273,DEB,D,IND,10/22/2001,SRILR,1/6/2015,88.12,97.54,184,179,0.031,,EA,IMP
PSLV DEB,2001-049HW,27274,DEB,D,IND,10/22/2001,SRILR,1/27/2002,90.63,97.64,325,286,0.0022,,EA,IMP
PSLV DEB,2001-049HX,27275,DEB,D,IND,10/22/2001,SRILR,10/22/2002,90.07,97.75,296,260,0.0013,,EA,IMP
PSLV DEB,2001-049HY,27276,DEB,D,IND,10/22/2001,SRILR,1/26/2002,89.77,98.68,282,244,0.0178,,EA,IMP
PSLV DEB,2001-049HZ,27277,DEB,D,IND,10/22/2001,SRILR,2/6/2002,91.2,97.65,352,315,0.011,,EA,IMP
PSLV DEB,2001-049JA,27278,DEB,D,IND,10/22/2001,SRILR,2/6/2002,90.1,97.79,299,260,0.0531,,EA,IMP
PSLV DEB,2001-049JB,27279,DEB,D,IND,10/22/2001,SRILR,3/29/2002,92.99,97.73,448,394,0.0144,,EA,IMP
PSLV DEB,2001-049JC,27280,DEB,D,IND,10/22/2001,SRILR,2/23/2002,91.58,98.75,380,324,0.018,,EA,IMP
PSLV DEB,2001-049JD,27281,DEB,D,IND,10/22/2001,SRILR,5/4/2002,93.35,97.84,456,421,0.027,,EA,IMP
PSLV DEB,2001-049JE,27282,DEB,D,IND,10/22/2001,SRILR,2/7/2002,91.2,97.64,376,291,0.0027,,EA,IMP
PSLV DEB,2001-049JF,27283,DEB,D,IND,10/22/2001,SRILR,3/25/2002,91.18,97.64,344,320,0.0109,,EA,IMP
PSLV DEB,2001-049JG,27284,DEB,D,IND,10/22/2001,SRILR,3/8/2002,91.45,97.91,372,320,0.0207,,EA,IMP
PSLV DEB,2001-049JH,27285,DEB,D,IND,10/22/2001,SRILR,6/9/2002,87.63,97.72,167,148,0.0042,,EA,IMP
PSLV DEB,2001-049JJ,27286,DEB,D,IND,10/22/2001,SRILR,12/4/2014,88.41,97.28,197,194,0.0108,,EA,IMP
PSLV DEB,2001-049JK,27287,DEB,D,IND,10/22/2001,SRILR,8/9/2002,88.9,97.74,237,204,0.0139,,EA,IMP
PSLV DEB,2001-049JL,27288,DEB,D,IND,10/22/2001,SRILR,1/29/2002,92.91,97.78,450,385,0.038,,EA,IMP
PSLV DEB,2001-049JM,27289,DEB,D,IND,10/22/2001,SRILR,5/25/2002,90.88,97.69,346,289,0.0055,,EA,IMP
PSLV DEB,2001-049JN,27290,DEB,D,IND,10/22/2001,SRILR,3/19/2002,90.42,97.74,306,284,0.0089,,EA,IMP
PSLV DEB,2001-049JP,27291,DEB,D,IND,10/22/2001,SRILR,5/13/2013,88.79,97.76,219,210,0.0065,,EA,IMP
PSLV DEB,2001-049JQ,27292,DEB,D,IND,10/22/2001,SRILR,3/5/2002,91.91,97.82,385,351,0.0303,,EA,IMP
PSLV DEB,2001-049JR,27293,DEB,D,IND,10/22/2001,SRILR,2/23/2002,92.08,97.76,395,358,0.0032,,EA,IMP
PSLV DEB,2001-049JS,27294,DEB,D,IND,10/22/2001,SRILR,4/30/2002,91.23,97.75,351,319,0.0126,,EA,IMP
PSLV DEB,2001-049JT,27295,DEB,D,IND,10/22/2001,SRILR,5/23/2002,87.95,97.76,184,162,0.0071,,EA,IMP
PSLV DEB,2001-049JU,27296,DEB,D,IND,10/22/2001,SRILR,4/9/2002,89.68,97.74,274,244,0.0076,,EA,IMP
PSLV DEB,2001-049JV,27297,DEB,D,IND,10/22/2001,SRILR,1/10/2007,88.35,97.62,200,185,0.0159,,EA,IMP
INSAT-3C,2002-002A,27298,PAY,-,IND,1/23/2002,FRGUI,,1450.07,8.01,36120,35999,8.9433,,EA,ORB
PSLV DEB,2001-049JW,27300,DEB,D,IND,10/22/2001,SRILR,2/19/2002,88.69,97.84,224,196,0.0036,,EA,IMP
PSLV DEB,2001-049JX,27301,DEB,D,IND,10/22/2001,SRILR,2/6/2002,89.21,98.94,253,218,0.0081,,EA,IMP
PSLV DEB,2001-049JY,27302,DEB,D,IND,10/22/2001,SRILR,3/26/2002,91.82,97.84,370,358,0.0084,,EA,IMP
PSLV DEB,2001-049JZ,27303,DEB,D,IND,10/22/2001,SRILR,4/11/2002,91.07,97.74,342,312,0.0232,,EA,IMP
PSLV DEB,2001-049KA,27304,DEB,D,IND,10/22/2001,SRILR,3/25/2002,92.18,97.79,385,378,0.0199,,EA,IMP
PSLV DEB,2001-049KB,27305,DEB,,IND,10/22/2001,SRILR,,97.34,98.24,658,605,0.0076,,EA,ORB
PSLV DEB,2001-049KC,27306,DEB,D,IND,10/22/2001,SRILR,12/21/2003,88.63,97.69,216,197,0.0356,,EA,IMP
PSLV DEB,2001-049KD,27307,DEB,D,IND,10/22/2001,SRILR,3/27/2002,91.99,97.75,378,367,0.0184,,EA,IMP
PSLV DEB,2001-049KE,27308,DEB,D,IND,10/22/2001,SRILR,3/21/2002,90.22,97.75,294,276,0.0077,,EA,IMP
PSLV DEB,2001-049KF,27309,DEB,D,IND,10/22/2001,SRILR,11/17/2002,90.05,97.73,295,259,0.0375,,EA,IMP
PSLV DEB,2001-049KG,27310,DEB,D,IND,10/22/2001,SRILR,6/19/2002,88.5,97.69,212,189,0.0062,,EA,IMP
PSLV DEB,2001-049KH,27311,DEB,D,IND,10/22/2001,SRILR,3/18/2002,88.81,97.68,225,207,0.0156,,EA,IMP
PSLV DEB,2001-049KJ,27312,DEB,D,IND,10/22/2001,SRILR,1/23/2002,90.05,98.71,306,248,0.1688,,EA,IMP
PSLV DEB,2001-049KK,27313,DEB,D,IND,10/22/2001,SRILR,1/23/2002,90.8,98.78,346,282,0.0041,,EA,IMP
PSLV DEB,2001-049KL,27314,DEB,D,IND,10/22/2001,SRILR,1/30/2002,89.63,98.77,278,235,0.313,,EA,IMP
PSLV DEB,2001-049KM,27315,DEB,D,IND,10/22/2001,SRILR,8/18/2004,89.04,97.67,238,215,0.0194,,EA,IMP
PSLV DEB,2001-049KN,27316,DEB,D,IND,10/22/2001,SRILR,11/30/2002,90.84,97.85,328,303,0.0031,,EA,IMP
PSLV DEB,2001-049KP,27317,DEB,D,IND,10/22/2001,SRILR,4/20/2015,88.6,97.68,214,197,0.012,,EA,IMP
PSLV DEB,2001-049KQ,27318,DEB,D,IND,10/22/2001,SRILR,3/5/2002,91.44,97.73,357,333,0.0126,,EA,IMP
PSLV DEB,2001-049KR,27319,DEB,D,IND,10/22/2001,SRILR,3/22/2002,92.02,97.77,379,368,0.0181,,EA,IMP
PSLV DEB,2001-049KS,27320,DEB,D,IND,10/22/2001,SRILR,3/24/2002,91.6,97.77,358,348,0.0069,,EA,IMP
PSLV DEB,2001-049KT,27321,DEB,D,IND,10/22/2001,SRILR,2/24/2002,92.48,97.76,422,370,0.0103,,EA,IMP
PSLV DEB,2001-049KU,27322,DEB,D,IND,10/22/2001,SRILR,10/6/2006,88.57,97.63,213,194,0.015,,EA,IMP
PSLV DEB,2001-049KV,27323,DEB,D,IND,10/22/2001,SRILR,6/22/2002,88.94,97.79,234,211,0.0131,,EA,IMP
PSLV DEB,2001-049KW,27324,DEB,D,IND,10/22/2001,SRILR,4/26/2002,91.27,97.8,358,316,0.0117,,EA,IMP
PSLV DEB,2001-049KX,27325,DEB,D,IND,10/22/2001,SRILR,2/4/2002,91.66,97.63,409,303,0.0058,,EA,IMP
PSLV DEB,2001-049KY,27326,DEB,D,IND,10/22/2001,SRILR,2/15/2002,90.58,97.64,316,290,0.0143,,EA,IMP
PSLV DEB,2001-049KZ,27327,DEB,D,IND,10/22/2001,SRILR,3/6/2002,93.75,97.77,480,436,0.0116,,EA,IMP
PSLV DEB,2001-049LA,27329,DEB,D,IND,10/22/2001,SRILR,10/2/2002,90.89,97.73,326,310,0.0048,,EA,IMP
PSLV DEB,2001-049LB,27330,DEB,D,IND,10/22/2001,SRILR,6/20/2005,88.57,97.66,214,194,0.0093,,EA,IMP
PSLV DEB,2001-049LC,27331,DEB,D,IND,10/22/2001,SRILR,12/11/2002,88.94,97.67,231,212,0.0593,,EA,IMP
PSLV DEB,2001-049LD,27332,DEB,D,IND,10/22/2001,SRILR,4/7/2002,92.71,97.79,435,380,0.0103,,EA,IMP
PSLV DEB,2001-049LE,27333,DEB,D,IND,10/22/2001,SRILR,4/30/2002,92.84,97.9,466,361,0.0173,,EA,IMP
PSLV DEB,2001-049LF,27334,DEB,D,IND,10/22/2001,SRILR,11/10/2011,90.91,98.04,326,312,0.0131,,EA,IMP
PSLV DEB,2001-049LG,27335,DEB,D,IND,10/22/2001,SRILR,2/4/2002,90.31,97.69,310,269,0.0152,,EA,IMP
PSLV DEB,2001-049LH,27336,DEB,D,IND,10/22/2001,SRILR,3/3/2002,91.51,98.69,389,308,0.0015,,EA,IMP
PSLV DEB,2001-049LJ,27337,DEB,D,IND,10/22/2001,SRILR,10/1/2002,90.32,97.76,299,282,0.0149,,EA,IMP
PSLV DEB,2001-049LK,27338,DEB,D,IND,10/22/2001,SRILR,11/10/2003,91.33,97.61,356,324,0.0064,,EA,IMP
PSLV DEB,2001-049LL,27339,DEB,D,IND,10/22/2001,SRILR,1/30/2002,93.21,97.64,474,389,0.05,,EA,IMP
PSLV DEB,2001-049LM,27340,DEB,D,IND,10/22/2001,SRILR,2/9/2002,91.8,97.76,389,337,0.0313,,EA,IMP
PSLV DEB,2001-049LN,27341,DEB,D,IND,10/22/2001,SRILR,2/19/2002,90.13,97.71,300,262,0.0041,,EA,IMP
PSLV DEB,2001-049LP,27342,DEB,D,IND,10/22/2001,SRILR,5/21/2002,89.71,97.76,280,240,0.0187,,EA,IMP
PSLV DEB,2001-049LQ,27343,DEB,D,IND,10/22/2001,SRILR,2/24/2002,92.83,97.76,438,388,0.3125,,EA,IMP
PSLV DEB,2001-049LR,27344,DEB,D,IND,10/22/2001,SRILR,2/10/2002,92.25,97.75,413,357,0.0093,,EA,IMP
PSLV DEB,2001-049LS,27345,DEB,D,IND,10/22/2001,SRILR,3/9/2002,92.26,97.63,397,374,0.0056,,EA,IMP
PSLV DEB,2001-049LT,27346,DEB,D,IND,10/22/2001,SRILR,4/30/2002,91.26,97.78,354,319,0.0128,,EA,IMP
PSLV DEB,2001-049LU,27347,DEB,D,IND,10/22/2001,SRILR,11/26/2013,93.87,97.29,478,450,0.0003,,EA,IMP
PSLV DEB,2001-049LV,27348,DEB,D,IND,10/22/2001,SRILR,3/17/2002,90.83,97.83,333,298,0.0046,,EA,IMP
PSLV DEB,2001-049LW,27349,DEB,D,IND,10/22/2001,SRILR,3/9/2002,91.94,98.73,413,326,0.0127,,EA,IMP
PSLV DEB,2001-049LX,27350,DEB,D,IND,10/22/2001,SRILR,2/8/2002,91.86,97.76,385,347,0.0099,,EA,IMP
PSLV DEB,2001-049LY,27351,DEB,D,IND,10/22/2001,SRILR,4/19/2002,91.63,97.78,371,338,0.0051,,EA,IMP
PSLV DEB,2001-049LZ,27352,DEB,D,IND,10/22/2001,SRILR,10/29/2002,92.6,97.96,417,387,0.005,,EA,IMP
PSLV DEB,2001-049MA,27353,DEB,D,IND,10/22/2001,SRILR,9/3/2023,89.73,97.56,269,253,0.0135,,EA,IMP
PSLV DEB,2001-049MB,27354,DEB,D,IND,10/22/2001,SRILR,8/13/2002,90.18,97.79,296,270,0.004,,EA,IMP
PSLV DEB,2001-049MC,27355,DEB,D,IND,10/22/2001,SRILR,4/1/2002,90.38,98.72,316,271,0.0139,,EA,IMP
PSLV DEB,2001-049MD,27356,DEB,D,IND,10/22/2001,SRILR,1/30/2002,90.09,98.75,322,236,0.08,,EA,IMP
PSLV DEB,2001-049ME,27357,DEB,D,IND,10/22/2001,SRILR,2/6/2002,91.74,97.71,382,338,0.0101,,EA,IMP
PSLV DEB,2001-049MF,27358,DEB,D,IND,10/22/2001,SRILR,5/1/2002,89.51,97.77,267,234,0.0226,,EA,IMP
PSLV DEB,2001-049MG,27359,DEB,D,IND,10/22/2001,SRILR,2/13/2002,92.67,97.83,426,385,0.0106,,EA,IMP
PSLV DEB,2001-049MH,27360,DEB,D,IND,10/22/2001,SRILR,6/22/2002,89.17,97.75,245,222,0.0032,,EA,IMP
PSLV DEB,2001-049MJ,27361,DEB,D,IND,10/22/2001,SRILR,4/21/2002,91.31,97.78,354,323,0.0219,,EA,IMP
PSLV DEB,2001-049MK,27362,DEB,D,IND,10/22/2001,SRILR,4/20/2002,92.3,97.81,401,373,0.0144,,EA,IMP
PSLV DEB,2001-049ML,27363,DEB,D,IND,10/22/2001,SRILR,1/14/2004,89.04,97.76,241,213,0.0105,,EA,IMP
PSLV DEB,2001-049MM,27364,DEB,D,IND,10/22/2001,SRILR,2/17/2002,92.17,97.76,395,367,0.0071,,EA,IMP
PSLV DEB,2001-049MN,27365,DEB,D,IND,10/22/2001,SRILR,3/25/2002,92.19,97.77,386,379,0.0234,,EA,IMP
PSLV DEB,2001-049MP,27366,DEB,D,IND,10/22/2001,SRILR,2/20/2002,90.6,97.8,321,287,0.0019,,EA,IMP
PSLV DEB,2001-049MQ,27496,DEB,D,IND,10/22/2001,SRILR,12/7/2002,90.99,97.74,341,306,0.0036,,EA,IMP
PSLV DEB,2001-049MR,27498,DEB,D,IND,10/22/2001,SRILR,3/30/2010,88.46,97.81,203,194,0.0037,,EA,IMP
PSLV DEB,2001-049MS,27502,DEB,D,IND,10/22/2001,SRILR,11/10/2005,88.64,97.65,209,205,0.0012,,EA,IMP
PSLV DEB,2001-049MT,27503,DEB,D,IND,10/22/2001,SRILR,11/25/2006,88.35,97.78,200,186,0.0091,,EA,IMP
PSLV DEB,2001-049MU,27512,DEB,D,IND,10/22/2001,SRILR,1/25/2004,91.48,97.72,357,337,0.0022,,EA,IMP
KALPANA-1 (METSAT 1),2002-043A,27525,PAY,-,IND,9/12/2002,SRILR,,1464.32,12.76,36367,36307,0.003,,EA,ORB
PSLV R/B,2002-043B,27526,R/B,D,IND,9/12/2002,SRILR,5/9/2012,88.2,17.66,260,111,9.9863,,EA,IMP
PSLV DEB,2001-049MV,27530,DEB,D,IND,10/22/2001,SRILR,11/29/2022,89.4,97.6,246,243,0.0127,,EA,IMP
PSLV DEB,2001-049MW,27538,DEB,D,IND,10/22/2001,SRILR,6/27/2025,88.68,97.61,216,202,0.0199,,EA,IMP
PSLV DEB,2001-049MX,27579,DEB,D,IND,10/22/2001,SRILR,4/1/2013,88.14,97.67,190,175,0.0093,,EA,IMP
PSLV DEB,2001-049MY,27580,DEB,,IND,10/22/2001,SRILR,,97.44,98.28,667,606,0.0055,,EA,ORB
PSLV DEB,2001-049MZ,27581,DEB,D,IND,10/22/2001,SRILR,8/24/2014,90.01,97.83,276,273,0.0096,,EA,IMP
PSLV DEB,2001-049NA,27582,DEB,,IND,10/22/2001,SRILR,,95.56,98.33,564,528,0.0132,,EA,ORB
PSLV DEB,2001-049NB,27583,DEB,D,IND,10/22/2001,SRILR,2/28/2023,88.73,97.46,216,207,0.0154,,EA,IMP
PSLV DEB,2001-049NC,27584,DEB,D,IND,10/22/2001,SRILR,3/22/2004,90.74,97.68,317,304,0.0022,,EA,IMP
PSLV DEB,2001-049ND,27585,DEB,,IND,10/22/2001,SRILR,,96.91,98.31,647,574,0.0014,,EA,ORB
PSLV DEB,2001-049NE,27586,DEB,D,IND,10/22/2001,SRILR,3/6/2024,88.97,97.38,225,222,0.0163,,EA,IMP
PSLV DEB,2001-049NF,27587,DEB,D,IND,10/22/2001,SRILR,8/5/2003,89.87,97.73,280,256,0.0077,,EA,IMP
PSLV DEB,2001-049NG,27588,DEB,D,IND,10/22/2001,SRILR,5/28/2003,88.18,97.66,193,175,0.0119,,EA,IMP
PSLV DEB,2001-049NH,27590,DEB,D,IND,10/22/2001,SRILR,4/1/2015,88.41,97.91,201,190,0.0053,,EA,IMP
PSLV DEB,2001-049NJ,27591,DEB,D,IND,10/22/2001,SRILR,7/25/2005,88.44,97.94,203,192,0.0125,,EA,IMP
PSLV DEB,2001-049NK,27592,DEB,D,IND,10/22/2001,SRILR,1/21/2003,89.79,97.68,268,260,0.0037,,EA,IMP
PSLV DEB,2001-049NL,27623,DEB,D,IND,10/22/2001,SRILR,1/7/2003,88.08,98.23,186,173,0.0024,,EA,IMP
PSLV DEB,2001-049NQ,27653,DEB,,IND,10/22/2001,SRILR,,96.71,98.11,638,565,0.0014,,EA,ORB
PSLV DEB,2001-049NR,27654,DEB,D,IND,10/22/2001,SRILR,2/7/2015,89.18,97.19,239,229,0.0101,,EA,IMP
PSLV DEB,2001-049NS,27655,DEB,,IND,10/22/2001,SRILR,,97.99,97.29,744,582,0.012,,EA,ORB
PSLV DEB,2001-049NT,27656,DEB,D,IND,10/22/2001,SRILR,1/17/2005,89.35,97.79,248,237,0.0072,,EA,IMP
PSLV DEB,2001-049NU,27657,DEB,D,IND,10/22/2001,SRILR,12/19/2023,90.9,97.74,322,316,0.0156,,EA,IMP
INSAT-3A,2003-013A,27714,PAY,-,IND,4/9/2003,FRGUI,,1442.91,8.4,35950,35890,22.1585,,EA,ORB
PSLV DEB,2001-049NV,27767,DEB,D,IND,10/22/2001,SRILR,5/21/2003,92.49,97.74,422,372,0.0001,,EA,IMP
GSAT-2,2003-018A,27807,PAY,-,IND,5/8/2003,SRILR,,1442.17,10.82,35945,35866,0.003,,EA,ORB
GSLV R/B,2003-018B,27808,R/B,D,IND,5/8/2003,SRILR,2/24/2005,101.85,18.69,1582,110,3.1622,,EA,IMP
INSAT-3E,2003-043E,27951,PAY,-,IND,9/27/2003,FRGUI,,1428.51,9.3,35708,35568,10,,EA,ORB
PSLV R/B,2003-046B,28050,R/B,,IND,10/17/2003,SRILR,,101.58,99.04,871,796,6.1641,,EA,ORB
IRS-P6 (RESOURCESAT-1),2003-046A,28051,PAY,+,IND,10/17/2003,SRILR,,100.27,98.22,818,725,5.7845,,EA,ORB
PSLV DEB,2001-049NM,28383,DEB,D,IND,10/22/2001,SRILR,11/1/2005,91.37,97.7,356,328,0.001,,EA,IMP
GSAT-3 (EDUSAT),2004-036A,28417,PAY,-,IND,9/20/2004,SRILR,,1450.63,11.01,36092,36049,4.6034,,EA,ORB
GSLV R/B,2004-036B,28418,R/B,D,IND,9/20/2004,SRILR,11/24/2007,94.04,19.28,833,111,11.8318,,EA,IMP
PSLV DEB,2001-049NN,28428,DEB,D,IND,10/22/2001,SRILR,1/23/2013,94.93,98.05,551,480,0.0033,,EA,IMP
PSLV DEB,2001-049NP,28429,DEB,D,IND,10/22/2001,SRILR,12/22/2022,90.54,97.29,303,298,0.0157,,EA,IMP
PSLV DEB,2001-049NW,28430,DEB,D,IND,10/22/2001,SRILR,8/29/2024,91.88,97.69,375,358,0.0133,,EA,IMP
PSLV DEB,2001-049NX,28431,DEB,D,IND,10/22/2001,SRILR,9/15/2017,90.21,97.69,288,281,0.0139,,EA,IMP
PSLV DEB,2001-049NY,28432,DEB,D,IND,10/22/2001,SRILR,11/19/2025,92.36,97.69,392,388,0.0097,,EA,IMP
PSLV DEB,2001-049NZ,28433,DEB,D,IND,10/22/2001,SRILR,1/6/2011,89.46,97.66,267,228,0.0255,,EA,IMP
PSLV DEB,2001-049PA,28434,DEB,D,IND,10/22/2001,SRILR,4/13/2011,90.66,97.77,316,298,0.0039,,EA,IMP
PSLV DEB,2001-049PB,28435,DEB,D,IND,10/22/2001,SRILR,5/5/2013,93.85,97.53,470,456,0.0034,,EA,IMP
IRS-P5 (CARTOSAT-1),2005-017A,28649,PAY,+,IND,5/5/2005,SRILR,,96.62,97.55,597,596,4.6921,,EA,ORB
HAMSAT (VO-52),2005-017B,28650,PAY,-,IND,5/5/2005,SRILR,,95.51,98,556,530,0.357,,EA,ORB
